MTS793|MPT|ESR|1|2|.|/|:|51|1|1|A									
									
Operator Information						Time:	59.948242	s	1/9/2025 12:44
INF-LE:       229-2025									
Ensayo:   Tenacidad     									
Norma:    EN 14651									
Muestra:  Viga No.1									
"Vel:         0.5 mm/min hasta 0.1 mm, luego 0.17 mm/min hasta 4 mm"									
Fecha:       01-09-2025									
Realizado por:  MB-SLLI									
Operator Information End									
									
Data Acquisition						Time:	372.48242	s	1/9/2025 12:49
Running Time	Universal Displacement	Universal Force	Aux Input 1	Aux Input 2					
s	mm	kN	mm	mm					
59.992188	-0.000661612	-0.736597	0.000569535	0.000278272					
60.011719	-0.00127703	-0.73309952	0.00115124	0.000266609					
60.03125	-0.001558662	-0.73255342	0.000779343	0.000292232					
60.050781	-0.000812113	-0.73571467	0.001816172	0.000281612					
60.070313	-0.001847744	-0.73366684	0.000717815	0.000306343					
60.089844	-0.000488758	-0.73668337	0.000670626	0.000271949					
60.109375	4.02E-05	-0.734676	0.000585761	0.000299105					
60.128906	-0.002099574	-0.73717695	0.000542083	0.000309956					
60.148438	-3.73E-05	-0.73323292	0.000806004	0.000269719					
60.167969	-8.79E-05	-0.73681587	0.000807175	0.00028065					
60.1875	-0.00141412	-0.73526251	0.00058056	0.00027784					
60.207031	-0.00012666	-0.7374537	0.001178342	0.000269328					
60.226563	-0.000976026	-0.73817992	0.000703897	0.00024631					
60.246094	-0.001364946	-0.73525983	0.001142696	0.000280044					
60.265625	-0.00166744	-0.7380082	0.000940208	0.000304488					
60.285156	-0.001524389	-0.73635519	0.00085691	0.000285453					
60.304688	-0.000779331	-0.73852587	0.001224241	0.000295177					
60.324219	-0.000801682	-0.74235922	0.000835977	0.000309801					
60.34375	-0.001254678	-0.74011427	0.00023939	0.000300689					
60.363281	-0.001367927	-0.74207366	0.00090705	0.000268674					
60.382813	-0.000891089	-0.74204069	0.000894192	0.000271808					
60.402344	-0.001105666	-0.73903775	0.000604773	0.000288005					
60.421875	-0.001442432	-0.74082029	0.000815537	0.000276363					
60.441406	-0.001990795	-0.74002832	0.000549964	0.000268806					
60.460938	-0.00180155	-0.73769081	0.000886081	0.000264036					
60.480469	-0.002112985	-0.73817265	0.000913909	0.000265494					
60.5	-0.001418591	-0.74368656	0.000749911	0.000292978					
60.519531	-0.001388788	-0.74076289	0.000959059	0.000323363					
60.539063	-0.000996888	-0.74318701	0.001357273	0.000289785					
60.558594	-0.000938773	-0.74315524	0.000613811	0.000302843					
60.578125	-0.001299381	-0.74358296	0.000915506	0.000313511					
60.597656	-0.00166744	-0.74262279	0.000526629	0.000278554					
60.617188	-0.00089556	-0.74538672	0.000702409	0.000273427					
60.636719	-0.000593066	-0.74445945	0.000782762	0.000273989					
60.65625	-0.001488626	-0.74654317	0.000863811	0.000311307					
60.675781	-0.001640618	-0.7487461	0.000862805	0.000342022					
60.695313	-0.001032651	-0.74757272	0.000954033	0.000297217					
60.714844	-0.00090003	-0.74460578	0.000609836	0.000277424					
60.734375	-0.000321865	-0.74568415	0.000878658	0.0002816					
60.753906	-0.001338124	-0.75022596	0.001255308	0.00030276					
60.773438	-0.000463426	-0.74768323	0.001065988	0.00026013					
60.792969	-0.001323223	-0.74888569	0.001094454	0.00025286					
60.8125	-0.001426041	-0.74702162	0.00044071	0.000273778					
60.832031	-0.001195073	-0.74854958	0.000853037	0.000264873					
60.851563	-0.001911819	-0.74837822	0.001711924	0.000294745					
60.871094	-0.001619756	-0.75235379	0.000830942	0.000270646					
60.890625	-0.001859665	-0.74921781	0.000561163	0.000277706					
60.910156	-0.001433492	-0.74949199	0.000552126	0.000290797					
60.929688	-0.001314282	-0.74867916	0.000897479	0.000313221					
60.949219	-0.001324713	-0.7514388	0.000561265	0.000273221					
60.96875	-0.000669062	-0.75081861	0.000565895	0.000288657					
60.988281	-0.000731647	-0.75431681	0.000895529	0.00026042					
61.007813	-0.000424683	-0.75368935	0.000594757	0.000253722					
61.027344	-0.002075732	-0.75393939	0.000557922	0.000268669					
61.046875	-0.001750886	-0.75086975	0.000909664	0.000275717					
61.066406	-0.002039969	-0.75354064	0.000580885	0.000285174					
61.085938	-0.001306832	-0.74846417	0.000624039	0.000274649					
61.105469	-0.001701713	-0.75354648	0.000745788	0.000269044					
61.125	-0.002083182	-0.75538796	0.000572719	0.000281164					
61.144531	-0.001344085	-0.75107008	0.000805098	0.000272253					
61.164063	-0.001443923	-0.7547006	0.000406997	0.000275978					
61.183594	-0.002335012	-0.75675219	0.000808385	0.000268597					
61.203125	-0.000816584	-0.75908655	0.000569634	0.000280369					
61.222656	-0.000669062	-0.75982302	0.000904182	0.000307938					
61.242188	-0.001709163	-0.75896144	0.000906881	0.000313866					
61.261719	-0.002653897	-0.75851077	0.000432737	0.000280525					
61.28125	-0.001853705	-0.75809902	0.000538447	0.000264185					
61.300781	-0.001376867	-0.76110041	0.00059625	0.000237786					
61.320313	-0.002327561	-0.76146597	0.001459179	0.000250428					
61.339844	-0.001986325	-0.7598117	0.001186785	0.000310423					
61.359375	-0.001688302	-0.76051301	0.000584092	0.00028876					
61.378906	-0.000934303	-0.75923198	0.001186561	0.000309213					
61.398438	-0.001345575	-0.76170522	0.000574624	0.000314014					
61.417969	-0.001066923	-0.76181293	0.000551138	0.00026577					
61.4375	-0.001591444	-0.76436913	0.000326081	0.000290262					
61.457031	-0.001765788	-0.76599282	0.000511886	0.000322806					
61.476563	-0.002636015	-0.7682659	0.000811685	0.000324666					
61.496094	-0.002020598	-0.76691061	0.001013656	0.000258047					
61.515625	-0.002609193	-0.76693332	0.001288185	0.000278082					
61.535156	-0.00192821	-0.76750177	0.00072168	0.000276782					
61.554688	-0.001235306	-0.76715893	0.00055704	0.000274901					
61.574219	-0.002345443	-0.76961446	0.000920306	0.000285235					
61.59375	-0.001762807	-0.77162611	0.00058434	0.000258833					
61.613281	-0.002469122	-0.77377075	0.000355907	0.000269395					
61.632813	-0.002552569	-0.77115196	0.001212703	0.000288865					
61.652344	-0.002478063	-0.77528018	0.000812944	0.00027374					
61.671875	-0.001963973	-0.77832967	0.000911752	0.00029149					
61.691406	-0.002236664	-0.77770859	0.00082803	0.000286259					
61.710938	-0.00282228	-0.77622479	0.000863809	0.000252872					
61.730469	-0.003366172	-0.7742874	0.000860452	0.000283242					
61.75	-0.002123416	-0.78150469	0.000852088	0.000261919					
61.769531	-0.003565848	-0.7830404	0.001167923	0.000285128					
61.789063	-0.002774596	-0.77909338	0.000517839	0.000291415					
61.808594	-0.002060831	-0.78221411	0.00122671	0.000272142					
61.828125	-0.002083182	-0.78575683	0.000309267	0.000277906					
61.847656	-0.002203882	-0.78372961	0.000641306	0.000283648					
61.867188	-0.003096461	-0.78535461	0.00055826	0.000262587					
61.886719	-0.003650785	-0.78858531	0.00059831	0.000276658					
61.90625	-0.002917647	-0.78956831	0.000762775	0.000296711					
61.925781	-0.004644692	-0.78750646	0.000769948	0.000326951					
